"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Greensville County, VA"	"51081"	34	11627	292.4
	"Halifax County, VA"	"51083"	115	34120	337.0
	"Hanover County, VA"	"51085"	189	107239	176.2
	"Henrico County, VA"	"51087"	567	329261	172.2
	"Henry County, VA"	"51089"	150	50953	294.4
	"Highland County, VA"	"51091"	10	2210	Unreliable
	"Isle of Wight County, VA"	"51093"	99	36953	267.9
	"James City County, VA"	"51095"	165	76397	216.0
	"King and Queen County, VA"	"51097"	26	7042	369.2
	"King George County, VA"	"51099"	34	26575	127.9
	"King William County, VA"	"51101"	33	16939	194.8
	"Lancaster County, VA"	"51103"	45	10783	417.3
	"Lee County, VA"	"51105"	65	23541	276.1
	"Loudoun County, VA"	"51107"	304	406850	74.7
	"Louisa County, VA"	"51109"	97	36778	263.7
	"Lunenburg County, VA"	"51111"	42	12086	347.5
	"Madison County, VA"	"51113"	37	13295	278.3
	"Mathews County, VA"	"51115"	19	8802	Unreliable
	"Mecklenburg County, VA"	"51117"	98	30650	319.7
	"Middlesex County, VA"	"51119"	33	10769	306.4
	"Montgomery County, VA"	"51121"	134	98985	135.4
	"Nelson County, VA"	"51125"	41	14836	276.4
	"New Kent County, VA"	"51127"	44	22391	196.5
	"Northampton County, VA"	"51131"	30	11735	255.6
	"Northumberland County, VA"	"51133"	38	12147	312.8
	"Nottoway County, VA"	"51135"	59	15420	382.6
	"Orange County, VA"	"51137"	90	36644	245.6
	"Page County, VA"	"51139"	65	23933	271.6
	"Patrick County, VA"	"51141"	70	17673	396.1
	"Pittsylvania County, VA"	"51143"	178	60949	292.0
	"Powhatan County, VA"	"51145"	31	29189	106.2
	"Prince Edward County, VA"	"51147"	49	22950	213.5
	"Prince George County, VA"	"51149"	42	38082	110.3
	"Prince William County, VA"	"51153"	377	468011	80.6
	"Pulaski County, VA"	"51155"	108	34066	317.0
	"Rappahannock County, VA"	"51157"	17	7252	Unreliable
	"Richmond County, VA"	"51159"	34	9038	376.2
	"Roanoke County, VA"	"51161"	222	94073	236.0
	"Rockbridge County, VA"	"51163"	59	22752	259.3
	"Rockingham County, VA"	"51165"	168	81244	206.8
	"Russell County, VA"	"51167"	80	26748	299.1
	"Scott County, VA"	"51169"	69	21534	320.4
	"Shenandoah County, VA"	"51171"	110	43497	252.9
	"Smyth County, VA"	"51173"	103	30472	338.0
	"Southampton County, VA"	"51175"	53	17586	301.4
	"Spotsylvania County, VA"	"51177"	194	134238	144.5
	"Stafford County, VA"	"51179"	169	149960	112.7
	"Surry County, VA"	"51181"	15	6474	Unreliable
	"Sussex County, VA"	"51183"	30	11237	267.0
	"Tazewell County, VA"	"51185"	137	40855	335.3
	"Warren County, VA"	"51187"	78	40003	195.0
	"Washington County, VA"	"51191"	134	54402	246.3
	"Westmoreland County, VA"	"51193"	53	17830	297.3
	"Wise County, VA"	"51195"	97	38012	255.2
	"Wythe County, VA"	"51197"	102	28754	354.7
	"York County, VA"	"51199"	96	67846	141.5
	"Alexandria city, VA"	"51510"	136	160530	84.7
	"Bristol city, VA"	"51520"	64	16482	388.3
	"Buena Vista city, VA"	"51530"	14	6237	Unreliable
	"Charlottesville city, VA"	"51540"	63	48117	130.9
	"Chesapeake city, VA"	"51550"	374	242634	154.1
	"Colonial Heights city, VA"	"51570"	52	17833	291.6
	"Covington city, VA"	"51580"	23	5460	421.2
	"Danville city, VA"	"51590"	174	40693	427.6
	"Emporia city, VA"	"51595"	17	5121	Unreliable
	"Fairfax city, VA"	"51600"	52	24574	211.6
	"Falls Church city, VA"	"51610"	20	14772	135.4
	"Franklin city, VA"	"51620"	39	8013	486.7
	"Fredericksburg city, VA"	"51630"	37	29144	127.0
	"Galax city, VA"	"51640"	32	6423	498.2
	"Hampton city, VA"	"51650"	269	134313	200.3
	"Harrisonburg city, VA"	"51660"	69	54033	127.7
	"Hopewell city, VA"	"51670"	69	22596	305.4
	"Lexington city, VA"	"51678"	18	7136	Unreliable
	"Lynchburg city, VA"	"51680"	206	82126	250.8
	"Manassas city, VA"	"51683"	61	41641	146.5
	"Manassas Park city, VA"	"51685"	11	17307	Unreliable
	"Martinsville city, VA"	"51690"	57	12902	441.8
	"Newport News city, VA"	"51700"	328	178626	183.6
	"Norfolk city, VA"	"51710"	440	244076	180.3
	"Norton city, VA"	"51720"	18	3968	Unreliable
	"Petersburg city, VA"	"51730"	112	31567	354.8
	"Poquoson city, VA"	"51735"	38	12190	311.7
	"Portsmouth city, VA"	"51740"	222	94632	234.6
	"Radford city, VA"	"51750"	27	18339	147.2
	"Richmond city, VA"	"51760"	425	228783	185.8
	"Roanoke city, VA"	"51770"	237	99920	237.2
	"Salem city, VA"	"51775"	68	25643	265.2
	"Staunton city, VA"	"51790"	69	24922	276.9
	"Suffolk city, VA"	"51800"	173	91185	189.7
	"Virginia Beach city, VA"	"51810"	680	450189	151.0
	"Waynesboro city, VA"	"51820"	57	22628	251.9
	"Williamsburg city, VA"	"51830"	15	14896	Unreliable
	"Winchester city, VA"	"51840"	61	28108	217.0
	"Adams County, WA"	"53001"	20	19759	101.2
	"Asotin County, WA"	"53003"	64	22610	283.1
	"Benton County, WA"	"53005"	313	201877	155.0
	"Chelan County, WA"	"53007"	147	77036	190.8
	"Clallam County, WA"	"53009"	201	76737	261.9
	"Clark County, WA"	"53011"	751	481857	155.9
	"Columbia County, WA"	"53013"	10	4059	Unreliable
	"Cowlitz County, WA"	"53015"	222	108987	203.7
	"Douglas County, WA"	"53017"	59	42907	137.5
	"Ferry County, WA"	"53019"	19	7649	Unreliable
	"Franklin County, WA"	"53021"	79	94347	83.7
	"Grant County, WA"	"53025"	169	97331	173.6
	"Grays Harbor County, WA"	"53027"	184	73901	249.0
	"Island County, WA"	"53029"	201	84460	238.0
	"Jefferson County, WA"	"53031"	96	31729	302.6
	"King County, WA"	"53033"	2661	2233163	119.2
	"Kitsap County, WA"	"53035"	461	269805	170.9
	"Kittitas County, WA"	"53037"	68	47364	143.6
	"Klickitat County, WA"	"53039"	26	22107	117.6
	"Lewis County, WA"	"53041"	236	79604	296.5
	"Lincoln County, WA"	"53043"	34	10740	316.6
	"Mason County, WA"	"53045"	129	65507	196.9
	"Okanogan County, WA"	"53047"	94	42132	223.1
	"Pacific County, WA"	"53049"	105	22036	476.5
	"Pend Oreille County, WA"	"53051"	31	13602	227.9
	"Pierce County, WA"	"53053"	1532	891299	171.9
	"San Juan County, WA"	"53055"	16	17128	Unreliable
	"Skagit County, WA"	"53057"	228	128206	177.8
	"Skamania County, WA"	"53059"	17	11924	Unreliable
	"Snohomish County, WA"	"53061"	1059	814901	130.0
	"Spokane County, WA"	"53063"	828	514631	160.9
	"Stevens County, WA"	"53065"	112	45260	247.5
	"Thurston County, WA"	"53067"	451	286419	157.5
	"Wahkiakum County, WA"	"53069"	15	4426	Unreliable
	"Walla Walla County, WA"	"53071"	113	60922	185.5
	"Whatcom County, WA"	"53073"	303	225685	134.3
	"Whitman County, WA"	"53075"	61	49791	122.5
	"Yakima County, WA"	"53077"	531	251446	211.2
	"Barbour County, WV"	"54001"	39	16535	235.9
	"Berkeley County, WV"	"54003"	197	117123	168.2
	"Boone County, WV"	"54005"	56	21951	255.1
	"Braxton County, WV"	"54007"	33	14089	234.2
	"Brooke County, WV"	"54009"	93	22203	418.9
	"Cabell County, WV"	"54011"	243	93224	260.7
	"Calhoun County, WV"	"54013"	28	7254	386.0
	"Clay County, WV"	"54015"	26	8632	301.2
	"Doddridge County, WV"	"54017"	16	8406	Unreliable
	"Fayette County, WV"	"54019"	128	43018	297.5
	"Gilmer County, WV"	"54021"	28	8026	348.9
	"Grant County, WV"	"54023"	36	11626	309.7
	"Greenbrier County, WV"	"54025"	87	34786	250.1
	"Hampshire County, WV"	"54027"	48	23347	205.6
	"Hancock County, WV"	"54029"	114	29094	391.8
	"Hardy County, WV"	"54031"	38	13775	275.9
	"Harrison County, WV"	"54033"	201	67554	297.5
	"Jackson County, WV"	"54035"	73	28706	254.3
	"Jefferson County, WV"	"54037"	105	56811	184.8
	"Kanawha County, WV"	"54039"	505	180454	279.8
	"Lewis County, WV"	"54041"	59	16024	368.2
	"Lincoln County, WV"	"54043"	52	20599	252.4
	"Logan County, WV"	"54045"	111	32607	340.4
	"McDowell County, WV"	"54047"	74	18223	406.1
	"Marion County, WV"	"54049"	224	56097	399.3
	"Marshall County, WV"	"54051"	100	30785	324.8
	"Mason County, WV"	"54053"	81	26718	303.2
	"Mercer County, WV"	"54055"	194	59131	328.1
	"Mineral County, WV"	"54057"	72	26940	267.3
	"Mingo County, WV"	"54059"	93	23785	391.0
	"Monongalia County, WV"	"54061"	147	106420	138.1
	"Monroe County, WV"	"54063"	43	13280	323.8
	"Morgan County, WV"	"54065"	44	17787	247.4
	"Nicholas County, WV"	"54067"	64	24842	257.6
	"Ohio County, WV"	"54069"	129	41755	308.9
	"Pendleton County, WV"	"54071"	19	6997	Unreliable
	"Pleasants County, WV"	"54073"	23	7507	306.4
	"Pocahontas County, WV"	"54075"	22	8414	261.5
	"Preston County, WV"	"54077"	81	33839	239.4
	"Putnam County, WV"	"54079"	146	56682	257.6
	"Raleigh County, WV"	"54081"	257	74254	346.1
	"Randolph County, WV"	"54083"	79	28823	274.1
	"Ritchie County, WV"	"54085"	27	9721	277.7
	"Roane County, WV"	"54087"	39	13932	279.9
	"Summers County, WV"	"54089"	41	12760	321.3
	"Taylor County, WV"	"54091"	47	16862	278.7
	"Tucker County, WV"	"54093"	28	6955	402.6
	"Tyler County, WV"	"54095"	29	8746	331.6
	"Upshur County, WV"	"54097"	57	24415	233.5
	"Wayne County, WV"	"54099"	105	39944	262.9
	"Webster County, WV"	"54101"	30	8285	362.1
	"Wetzel County, WV"	"54103"	46	15270	301.2
	"Wirt County, WV"	"54105"	14	5830	Unreliable
	"Wood County, WV"	"54107"	256	84203	304.0
	"Wyoming County, WV"	"54109"	80	20786	384.9
	"Adams County, WI"	"55001"	61	20348	299.8
	"Ashland County, WI"	"55003"	35	15600	224.4
	"Barron County, WI"	"55005"	121	45164	267.9
	"Bayfield County, WI"	"55007"	33	15042	219.4
	"Brown County, WI"	"55009"	483	263378	183.4
	"Buffalo County, WI"	"55011"	31	13125	236.2
	"Burnett County, WI"	"55013"	48	15392	311.9
	"Calumet County, WI"	"55015"	82	50159	163.5
	"Chippewa County, WI"	"55017"	154	64135	240.1
	"Clark County, WI"	"55019"	79	34709	227.6
	"Columbia County, WI"	"55021"	104	57358	181.3
	"Crawford County, WI"	"55023"	47	16291	288.5
	"Dane County, WI"	"55025"	728	542364	134.2
	"Dodge County, WI"	"55027"	232	87847	264.1
	"Door County, WI"	"55029"	94	27610	340.5
	"Douglas County, WI"	"55031"	87	43208	201.4
	"Dunn County, WI"	"55033"	90	45131	199.4
	"Eau Claire County, WI"	"55035"	209	104534	199.9
	"Florence County, WI"	"55037"	12	4321	Unreliable
	"Fond du Lac County, WI"	"55039"	233	103066	226.1
	"Forest County, WI"	"55041"	24	8991	266.9
	"Grant County, WI"	"55043"	116	51554	225.0
	"Green County, WI"	"55045"	95	36929	257.3
	"Green Lake County, WI"	"55047"	58	18918	306.6
	"Iowa County, WI"	"55049"	55	23771	231.4
	"Iron County, WI"	"55051"	21	5676	370.0
	"Jackson County, WI"	"55053"	40	20478	195.3
	"Jefferson County, WI"	"55055"	163	85129	191.5
	"Juneau County, WI"	"55057"	36	26617	135.3
	"Kenosha County, WI"	"55059"	344	169290	203.2
	"Kewaunee County, WI"	"55061"	38	20383	186.4
	"La Crosse County, WI"	"55063"	199	118230	168.3
	"Lafayette County, WI"	"55065"	35	16665	210.0
	"Langlade County, WI"	"55067"	53	19268	275.1
	"Lincoln County, WI"	"55069"	71	27689	256.4
	"Manitowoc County, WI"	"55071"	204	79074	258.0
	"Marathon County, WI"	"55073"	299	135428	220.8
	"Marinette County, WI"	"55075"	162	40434	400.7
	"Marquette County, WI"	"55077"	43	15434	278.6
	"Milwaukee County, WI"	"55079"	2051	948201	216.3
	"Monroe County, WI"	"55081"	87	46051	188.9
	"Oconto County, WI"	"55083"	83	37830	219.4
	"Oneida County, WI"	"55085"	98	35470	276.3
	"Outagamie County, WI"	"55087"	331	187365	176.7
	"Ozaukee County, WI"	"55089"	209	89147	234.4
	"Pepin County, WI"	"55091"	21	7289	288.1
	"Pierce County, WI"	"55093"	62	42555	145.7
	"Polk County, WI"	"55095"	94	43598	215.6
	"Portage County, WI"	"55097"	112	70942	157.9
	"Price County, WI"	"55099"	61	13397	455.3
	"Racine County, WI"	"55101"	434	196584	220.8
	"Richland County, WI"	"55103"	43	17377	247.5
	"Rock County, WI"	"55105"	366	163129	224.4
	"Rusk County, WI"	"55107"	38	14147	268.6
	"St. Croix County, WI"	"55109"	120	89694	133.8
	"Sauk County, WI"	"55111"	141	64249	219.5
	"Sawyer County, WI"	"55113"	54	16489	327.5
	"Shawano County, WI"	"55115"	91	40796	223.1
	"Sheboygan County, WI"	"55117"	299	115456	259.0
	"Taylor County, WI"	"55119"	52	20412	254.8
	"Trempealeau County, WI"	"55121"	69	29442	234.4
	"Vernon County, WI"	"55123"	69	30785	224.1
	"Vilas County, WI"	"55125"	79	21938	360.1
	"Walworth County, WI"	"55127"	227	103718	218.9
	"Washburn County, WI"	"55129"	50	15878	314.9
	"Washington County, WI"	"55131"	281	135693	207.1
	"Waukesha County, WI"	"55133"	742	403072	184.1
	"Waupaca County, WI"	"55135"	139	51128	271.9
	"Waushara County, WI"	"55137"	92	24263	379.2
	"Winnebago County, WI"	"55139"	277	171020	162.0
	"Wood County, WI"	"55141"	161	73055	220.4
	"Albany County, WY"	"56001"	41	38601	106.2
	"Big Horn County, WY"	"56003"	32	11881	269.3
	"Campbell County, WY"	"56005"	71	46140	153.9
	"Carbon County, WY"	"56007"	26	14971	173.7
	"Converse County, WY"	"56009"	20	13640	146.6
	"Crook County, WY"	"56011"	17	7450	Unreliable
	"Fremont County, WY"	"56013"	87	39531	220.1
	"Goshen County, WY"	"56015"	31	13376	231.8
	"Hot Springs County, WY"	"56017"	15	4555	Unreliable
	"Johnson County, WY"	"56019"	28	8460	331.0
	"Laramie County, WY"	"56021"	175	98976	176.8
	"Lincoln County, WY"	"56023"	32	19434	164.7
	"Natrona County, WY"	"56025"	150	79115	189.6
	"Park County, WY"	"56029"	65	29324	221.7
	"Platte County, WY"	"56031"	27	8566	315.2
	"Sheridan County, WY"	"56033"	70	30233	231.5
	"Sublette County, WY"	"56035"	21	9813	214.0
	"Sweetwater County, WY"	"56037"	62	43051	144.0
	"Teton County, WY"	"56039"	14	23081	Unreliable
	"Uinta County, WY"	"56041"	28	20299	137.9
	"Washakie County, WY"	"56043"	20	7885	253.6
	"Weston County, WY"	"56045"	20	6967	287.1
"Total"			655381	327167434	200.3
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: 2018-Heart-Related-Deaths"
"Injury Intent: Non-Injury, no intent classified"
"Injury Mechanism & All Other Leading Causes: Non-Injury: Diseases of Heart"
"Year/Month: 2018"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 18, 2023 3:27:26 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jan 18, 2023 3:27:26 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"9. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
